id,Temperature,Light,CO2,value
1786,20.245,0.0,515.0,0
1787,20.245,0.0,517.0,0
1788,20.26,0.0,513.333333333333,0
1789,20.29,0.0,509.0,0
1790,20.2,0.0,511.5,0
1791,20.2,0.0,513.0,0
1792,20.2,0.0,512.666666666667,0
1793,20.2,0.0,510.333333333333,0
1794,20.2,0.0,512.0,0
1795,20.2,0.0,512.0,0
1796,20.2,0.0,507.0,0
1797,20.2,0.0,505.0,0
1798,20.2,0.0,509.0,0
1799,20.2,0.0,513.75,0
1800,20.2,0.0,510.0,0
1801,20.15,0.0,514.0,0
1802,20.15,0.0,508.0,0
1803,20.2,0.0,514.5,0
1804,20.2,0.0,513.0,0
1805,20.15,0.0,511.0,0
1806,20.2,0.0,513.0,0
1807,20.1333333333333,0.0,511.666666666667,0
1808,20.15,0.0,511.0,0
1809,20.1,0.0,508.0,0
1810,20.15,0.0,512.5,0
1811,20.2,0.0,510.5,0
1812,20.15,0.0,512.0,0
1813,20.1,0.0,511.0,0
1814,20.1,0.0,512.5,0
1815,20.1,0.0,515.0,0
1816,20.1666666666667,0.0,517.333333333333,0
1817,20.1,0.0,512.0,0
1818,20.1,0.0,511.0,0
1819,20.175,0.0,511.25,0
1820,20.2,0.0,511.5,0
1821,20.2,0.0,512.0,0
1822,20.15,0.0,510.5,0
1823,20.2,0.0,508.5,0
1824,20.2,0.0,511.0,0
1825,20.15,0.0,513.5,0
1826,20.1,0.0,512.5,0
1827,20.1666666666667,0.0,513.666666666667,0
1828,20.1,0.0,511.0,0
1829,20.15,0.0,513.0,0
1830,20.15,0.0,507.5,0
1831,20.15,0.0,513.0,0
1832,20.1,0.0,512.5,0
1833,20.1,0.0,507.0,0
1834,20.175,0.0,511.0,0
1835,20.1,0.0,506.0,0
1836,20.15,0.0,504.0,0
1837,20.15,0.0,506.5,0
1838,20.1,0.0,509.0,0
1839,20.2,0.0,511.0,0
1840,20.1333333333333,0.0,511.333333333333,0
1841,20.1,0.0,513.0,0
1842,20.1333333333333,0.0,508.333333333333,0
1843,20.1,0.0,506.0,0
1844,20.1,0.0,503.0,0
1845,20.1333333333333,0.0,506.333333333333,0
1846,20.1,0.0,508.5,0
1847,20.1,0.0,511.5,0
1848,20.1333333333333,0.0,506.666666666667,0
1849,20.1,0.0,502.0,0
1850,20.1,0.0,503.0,0
1851,20.15,0.0,506.0,0
1852,20.1333333333333,0.0,503.0,0
1853,20.1333333333333,0.0,502.666666666667,0
1854,20.15,0.0,502.0,0
1855,20.1,0.0,508.666666666667,0
1856,20.1,0.0,509.5,0
1857,20.1,0.0,505.666666666667,0
1858,20.1,0.0,509.5,0
1859,20.1,0.0,510.0,0
1860,20.1,0.0,510.0,0
1861,20.1,0.0,510.5,0
1862,20.1,0.0,509.5,0
1863,20.1,0.0,508.0,0
1864,20.1,0.0,499.0,0
1865,20.1,0.0,500.5,0
1866,20.0,0.0,505.0,0
1867,20.0,0.0,505.0,0
1868,20.1,0.0,508.5,0
1869,20.1,0.0,511.0,0
1870,20.1,0.0,507.5,0
1871,20.0,0.0,509.5,0
1872,20.1,0.0,512.0,0
1873,20.1,0.0,510.5,0
1874,20.05,0.0,509.0,0
1875,20.0,0.0,507.0,0
1876,20.05,0.0,506.0,0
1877,20.05,0.0,510.5,0
1878,20.1,0.0,505.0,0
1879,20.0,0.0,502.0,0
1880,20.0,0.0,505.0,0
1881,20.0,0.0,506.333333333333,0
1882,20.0,0.0,507.5,0
1883,20.0,0.0,508.0,0
1884,20.05,0.0,509.0,0
1885,20.0,0.0,505.5,0
1886,20.0,0.0,507.0,0
1887,20.0,0.0,503.0,0
1888,20.0,0.0,508.0,0
1889,20.0,0.0,509.0,0
1890,20.0,0.0,512.0,0
1891,20.0,0.0,513.0,0
1892,20.0,0.0,512.0,0
1893,20.0,0.0,506.0,0
1894,20.0,0.0,504.0,0
1895,20.0,0.0,506.0,0
1896,20.0,0.0,513.0,0
1897,20.05,0.0,508.0,0
1898,20.0,0.0,508.0,0
1899,20.025,0.0,509.0,0
1900,20.1,0.0,505.0,0
1901,20.0,0.0,504.5,0
1902,20.0,0.0,500.5,0
1903,20.0,0.0,502.0,0
1904,20.1,0.0,505.5,0
1905,20.05,0.0,507.0,0
1906,20.033333333333303,0.0,505.333333333333,0
1907,20.0,0.0,505.5,0
1908,20.0,0.0,504.5,0
1909,20.0,0.0,504.666666666667,0
1910,20.0,0.0,507.5,0
1911,20.0,0.0,509.0,0
1912,20.0,0.0,511.0,0
1913,20.033333333333303,0.0,506.666666666667,0
1914,20.0,0.0,509.0,0
1915,20.0,0.0,509.0,0
1916,20.0,0.0,506.0,0
1917,20.0,0.0,502.5,0
1918,20.0,0.0,499.0,0
1919,20.0,0.0,501.5,0
1920,20.0,0.0,505.0,0
1921,20.0,0.0,504.5,0
1922,20.0,0.0,501.5,0
1923,20.0,0.0,503.5,0
1924,20.0,0.0,505.0,0
1925,19.963333333333303,0.0,508.0,0
1926,20.0,0.0,508.0,0
1927,20.0,0.0,509.666666666667,0
1928,20.0,0.0,504.333333333333,0
1929,20.0,0.0,506.333333333333,0
1930,20.0,0.0,506.5,0
1931,20.0,0.0,506.0,0
1932,20.0,0.0,502.5,0
1933,20.0,0.0,502.5,0
1934,20.0,0.0,506.0,0
1935,20.0,0.0,506.0,0
1936,20.0,0.0,503.666666666667,0
1937,19.945,0.0,505.5,0
1938,20.0,0.0,507.0,0
1939,20.0,0.0,508.0,0
1940,20.0,0.0,506.0,0
1941,19.89,0.0,502.333333333333,0
1942,19.89,0.0,505.5,0
1943,19.89,0.0,503.0,0
1944,19.89,0.0,500.5,0
1945,19.89,0.0,503.0,0
1946,19.89,0.0,506.0,0
1947,19.945,0.0,504.5,0
1948,19.9175,0.0,505.5,0
1949,19.945,0.0,509.0,0
1950,19.89,0.0,502.0,0
1951,19.89,0.0,502.5,0
1952,19.89,0.0,500.25,0
1953,19.89,0.0,499.0,0
1954,19.89,0.0,497.0,0
1955,19.89,0.0,498.5,0
1956,19.89,0.0,503.0,0
1957,19.89,0.0,506.5,0
1958,19.89,0.0,507.5,0
1959,19.89,0.0,506.666666666667,0
1960,19.89,0.0,504.0,0
1961,19.89,0.0,501.666666666667,0
1962,19.89,0.0,500.5,0
1963,19.89,0.0,501.5,0
1964,19.89,0.0,500.5,0
1965,19.89,0.0,501.0,0
1966,19.89,0.0,507.0,0
1967,19.89,0.0,502.0,0
1968,19.89,0.0,502.5,0
1969,19.89,0.0,498.0,0
1970,19.89,0.0,502.5,0
1971,19.89,0.0,499.5,0
1972,19.89,0.0,501.0,0
1973,19.89,0.0,502.5,0
1974,19.89,0.0,502.5,0
1975,19.89,0.0,503.666666666667,0
1976,19.89,0.0,500.0,0
1977,19.89,0.0,501.0,0
1978,19.89,0.0,501.0,0
1979,19.89,0.0,499.0,0
1980,19.89,0.0,503.0,0
1981,19.89,0.0,507.0,0
1982,19.89,0.0,500.5,0
1983,19.89,0.0,498.5,0
1984,19.89,0.0,497.0,0
1985,19.89,0.0,503.5,0
1986,19.89,0.0,501.0,0
1987,19.89,0.0,503.0,0
1988,19.84,0.0,500.5,0
1989,19.89,0.0,504.0,0
1990,19.84,0.0,502.5,0
1991,19.84,0.0,503.0,0
1992,19.84,0.0,503.5,0
1993,19.856666666666698,0.0,508.0,0
1994,19.89,0.0,507.5,0
1995,19.89,0.0,506.5,0
1996,19.89,0.0,501.5,0
1997,19.856666666666698,0.0,503.666666666667,0
1998,19.89,0.0,503.333333333333,0
1999,19.89,0.0,504.0,0
2000,19.89,0.0,507.0,0
2001,19.89,0.0,505.0,0
2002,19.89,0.0,503.0,0
2003,19.89,0.0,507.0,0
2004,19.89,0.0,503.666666666667,0
2005,19.89,0.0,502.0,0
2006,19.89,0.0,500.0,0
2007,19.89,0.0,503.0,0
2008,19.89,0.0,502.0,0
2009,19.89,0.0,503.0,0
2010,19.89,0.0,501.5,0
2011,19.89,0.0,501.666666666667,0
2012,19.84,0.0,501.0,0
2013,19.84,0.0,500.0,0
2014,19.79,0.0,501.5,0
2015,19.84,0.0,500.0,0
2016,19.89,0.0,502.5,0
2017,19.79,0.0,507.0,0
2018,19.823333333333302,0.0,507.0,0
2019,19.84,0.0,508.0,0
2020,19.89,0.0,505.0,0
2021,19.79,0.0,504.5,0
2022,19.79,0.0,504.0,0
2023,19.89,0.0,503.0,0
2024,19.84,0.0,510.5,0
2025,19.823333333333302,0.0,505.333333333333,0
2026,19.79,0.0,504.0,0
2027,19.79,0.0,504.0,0
2028,19.79,0.0,505.5,0
2029,19.815,0.0,509.75,0
2030,19.79,0.0,506.0,0
2031,19.79,0.0,505.5,0
2032,19.79,0.0,505.0,0
2033,19.79,0.0,500.0,0
2034,19.79,0.0,505.0,0
2035,19.79,0.0,503.0,0
2036,19.79,0.0,499.5,0
2037,19.79,0.0,498.0,0
2038,19.79,0.0,502.5,0
2039,19.79,0.0,509.0,0
2040,19.79,0.0,505.0,0
2041,19.79,0.0,505.0,0
2042,19.79,0.0,505.5,0
2043,19.79,0.0,507.666666666667,0
2044,19.79,0.0,507.5,0
2045,19.79,0.0,506.0,0
2046,19.79,0.0,505.5,0
2047,19.79,0.0,504.0,0
2048,19.79,0.0,502.5,0
2049,19.79,0.0,500.0,0
2050,19.79,0.0,501.5,0
2051,19.79,0.0,501.0,0
2052,19.79,0.0,502.0,0
2053,19.79,0.0,506.333333333333,0
2054,19.79,0.0,510.333333333333,0
2055,19.79,0.0,510.0,0
2056,19.79,0.0,503.5,0
2057,19.79,0.0,507.0,0
2058,19.79,0.0,503.0,0
2059,19.79,0.0,501.0,0
2060,19.76,0.0,503.666666666667,0
2061,19.79,0.0,510.0,0
2062,19.73,0.0,506.333333333333,0
2063,19.79,0.0,506.75,0
2064,19.79,0.0,504.0,0
2065,19.745,0.0,508.0,0
2066,19.79,0.0,503.5,0
2067,19.79,0.0,501.0,0
2068,19.79,0.0,501.0,0
2069,19.79,0.0,499.333333333333,0
2070,19.745,0.0,503.5,0
2071,19.79,0.0,503.5,0
2072,19.79,0.0,504.0,0
2073,19.79,0.0,506.5,0
2074,19.79,0.0,509.5,0
2075,19.79,0.0,505.0,0
2076,19.79,0.0,499.5,0
2077,19.79,0.0,503.5,0
2078,19.79,0.0,505.0,0
2079,19.79,0.0,505.666666666667,0
2080,19.79,0.0,503.0,0
2081,19.76,0.0,504.666666666667,0
2082,19.79,0.0,506.0,0
2083,19.79,0.0,503.5,0
2084,19.79,0.0,502.333333333333,0
2085,19.79,0.0,502.5,0
2086,19.79,0.0,501.0,0
2087,19.7,0.0,498.0,0
2088,19.79,0.0,504.5,0
2089,19.76,0.0,505.666666666667,0
2090,19.79,0.0,509.0,0
2091,19.745,0.0,505.0,0
2092,19.79,0.0,503.5,0
2093,19.79,0.0,505.666666666667,0
2094,19.7675,0.0,502.25,0
2095,19.79,0.0,501.0,0
2096,19.79,0.0,504.5,0
2097,19.79,0.0,502.0,0
2098,19.79,0.0,503.0,0
2099,19.79,0.0,504.25,0
2100,19.79,0.0,504.0,0
2101,19.79,0.0,502.5,0
2102,19.7675,0.0,507.25,0
2103,19.7,0.0,506.5,0
2104,19.7,0.0,498.5,0
2105,19.7,0.0,503.0,0
2106,19.7,0.0,503.0,0
2107,19.7,0.0,501.5,0
2108,19.7,0.0,504.5,0
2109,19.7,0.0,505.0,0
2110,19.7,0.0,507.5,0
2111,19.7,0.0,507.0,0
2112,19.7,0.0,505.5,0
2113,19.7,0.0,501.666666666667,0
2114,19.65,0.0,505.0,0
2115,19.7,0.0,506.5,0
2116,19.7,0.0,501.333333333333,0
2117,19.7,0.0,504.0,0
2118,19.7,0.0,504.5,0
2119,19.7,0.0,503.0,0
2120,19.7,0.0,501.333333333333,0
2121,19.65,0.0,500.5,0
2122,19.7,0.0,500.0,0
2123,19.6666666666667,0.0,501.666666666667,0
2124,19.7,0.0,503.0,0
2125,19.65,0.0,498.5,0
2126,19.7,0.0,499.0,0
2127,19.7,0.0,499.333333333333,0
2128,19.65,0.0,504.5,0
2129,19.65,0.0,497.0,0
2130,19.65,0.0,496.5,0
2131,19.65,0.0,497.0,0
2132,19.7,0.0,499.0,0
2133,19.7,0.0,503.0,0
2134,19.65,0.0,499.5,0
2135,19.7,0.0,502.0,0
2136,19.6,0.0,502.0,0
2137,19.65,0.0,499.5,0
2138,19.6333333333333,0.0,503.333333333333,0
2139,19.6,0.0,504.5,0
2140,19.6333333333333,0.0,506.0,0
2141,19.6,0.0,501.0,0
2142,19.6,0.0,503.0,0
2143,19.65,0.0,502.0,0
2144,19.65,0.0,502.0,0
2145,19.6,0.0,499.0,0
2146,19.675,0.0,502.666666666667,0
2147,19.7,0.0,504.5,0
2148,19.7,0.0,505.0,0
2149,19.7,0.0,500.0,0
2150,19.7,0.0,502.5,0
2151,19.7,0.0,502.0,0
2152,19.6666666666667,0.0,500.0,0
2153,19.65,0.0,497.5,0
2154,19.6,0.0,499.0,0
2155,19.65,0.0,502.5,0
2156,19.6666666666667,0.0,497.666666666667,0
2157,19.6,0.0,500.5,0
2158,19.7,0.0,501.0,0
2159,19.7,0.0,505.0,0
2160,19.6333333333333,0.0,503.666666666667,0
2161,19.6,0.0,503.0,0
2162,19.7,0.0,500.0,0
2163,19.7,0.0,500.0,0
2164,19.65,0.0,496.5,0
2165,19.6,0.0,498.0,0
2166,19.6666666666667,0.0,499.0,0
2167,19.6,0.0,504.0,0
2168,19.6,0.0,499.5,0
2169,19.6,0.0,497.5,0
2170,19.6,0.0,502.0,0
2171,19.6,0.0,501.0,0
2172,19.6,0.0,499.5,0
2173,19.6,0.0,499.0,0
2174,19.6,0.0,502.0,0
2175,19.6,0.0,505.5,0
2176,19.6,0.0,503.0,0
2177,19.6,0.0,501.0,0
2178,19.7,0.0,504.5,0
2179,19.6,0.0,503.5,0
2180,19.6,0.0,504.5,0
2181,19.6,0.0,504.666666666667,0
2182,19.6,0.0,504.5,0
2183,19.6,0.0,501.5,0
2184,19.6,0.0,501.0,0
2185,19.6,0.0,500.0,0
2186,19.65,0.0,497.0,0
2187,19.7,0.0,503.0,0
2188,19.65,0.0,500.0,0
2189,19.6,0.0,501.666666666667,0
2190,19.6,0.0,502.0,0
2191,19.6,0.0,499.5,0
2192,19.6,0.0,504.0,0
2193,19.6,0.0,504.0,0
2194,19.6,0.0,503.5,0
2195,19.65,0.0,499.0,0
2196,19.6,0.0,503.0,0
2197,19.6666666666667,0.0,503.333333333333,0
2198,19.6,0.0,503.0,0
2199,19.6,0.0,502.0,0
2200,19.65,0.0,500.5,0
2201,19.7,0.0,499.0,0
2202,19.6,0.0,499.0,0
2203,19.6333333333333,0.0,498.666666666667,0
2204,19.6333333333333,0.0,503.333333333333,0
2205,19.6,0.0,503.0,0
2206,19.6,0.0,503.5,0
2207,19.625,0.0,507.25,0
2208,19.6,0.0,498.0,0
2209,19.6,0.0,499.0,0
2210,19.6,0.0,500.0,0
2211,19.6666666666667,0.0,505.0,0
2212,19.6,0.0,503.666666666667,0
2213,19.6,0.0,506.0,0
2214,19.6,0.0,503.5,0
2215,19.6,0.0,501.5,0
2216,19.6,0.0,502.0,0
2217,19.6333333333333,0.0,508.0,0
2218,19.6,0.0,509.666666666667,0
2219,19.6333333333333,0.0,508.0,0
2220,19.6,0.0,503.75,0
2221,19.6,0.0,504.0,0
2222,19.65,0.0,500.5,0
2223,19.65,0.0,498.0,0
2224,19.6,0.0,505.666666666667,0
2225,19.6,0.0,500.0,0
2226,19.6,0.0,498.5,0
2227,19.6,0.0,500.0,0
2228,19.6,0.0,500.666666666667,0
2229,19.6,0.0,503.5,0
2230,19.6,0.0,510.0,0
2231,19.6,0.0,508.5,0
2232,19.6,0.0,507.0,0
2233,19.65,0.0,507.0,0
2234,19.65,0.0,504.0,0
2235,19.6,0.0,506.0,0
2236,19.6,0.0,504.0,0
2237,19.7,0.0,506.0,0
2238,19.6,0.0,502.666666666667,0
2239,19.7,0.0,501.0,0
2240,19.6,0.0,502.5,0
2241,19.6,0.0,506.0,0
2242,19.6333333333333,0.0,500.666666666667,0
2243,19.6,0.0,504.0,0
2244,19.6,0.0,501.0,0
2245,19.6,0.0,501.0,0
2246,19.6,0.0,505.0,0
2247,19.65,0.0,507.0,0
2248,19.6,0.0,506.0,0
2249,19.6,0.0,506.0,0
2250,19.6,0.0,507.5,0
2251,19.6,0.0,501.0,0
2252,19.6,0.0,499.0,0
2253,19.6,0.0,498.0,0
2254,19.6,0.0,500.0,0
2255,19.6,0.0,504.5,0
2256,19.6,0.0,504.5,0
2257,19.5666666666667,0.0,505.333333333333,0
2258,19.6,0.0,505.5,0
2259,19.5,0.0,501.5,0
2260,19.6,0.0,496.0,0
2261,19.6,0.0,497.666666666667,0
2262,19.6,0.0,499.5,0
2263,19.55,0.0,510.5,0
2264,19.6,0.0,502.5,0
2265,19.6,0.0,504.5,0
2266,19.575,0.0,507.25,0
2267,19.6,0.0,506.5,0
2268,19.6,0.0,504.0,0
2269,19.5,0.0,504.0,0
2270,19.55,0.0,504.0,0
2271,19.6,0.0,503.0,0
2272,19.5,0.0,502.5,0
2273,19.6,0.0,499.5,0
2274,19.575,0.0,503.75,0
2275,19.6,0.0,505.0,0
2276,19.6,0.0,502.0,0
2277,19.6,0.0,501.0,0
2278,19.5666666666667,0.0,505.666666666667,0
2279,19.5,0.0,508.0,0
2280,19.5666666666667,0.0,503.0,0
2281,19.6,0.0,508.0,0
2282,19.533333333333303,0.0,497.666666666667,0
2283,19.5,0.0,495.0,0
2284,19.5,0.0,500.5,0
2285,19.55,0.0,501.0,0
2286,19.5,0.0,502.0,0
2287,19.55,0.0,503.5,0
2288,19.55,0.0,507.5,0
2289,19.55,0.0,510.0,0
2290,19.5,0.0,504.5,0
2291,19.5,0.0,503.0,0
2292,19.55,0.0,503.0,0
2293,19.5,0.0,505.0,0
2294,19.525,0.0,512.0,0
2295,19.5,0.0,505.0,0
2296,19.5,0.0,508.0,0
2297,19.5,0.0,506.0,0
2298,19.5,0.0,507.0,0
2299,19.5,0.0,504.0,0
2300,19.5,0.0,503.0,0
2301,19.5,0.0,506.5,0
2302,19.5,0.0,507.333333333333,0
2303,19.5,0.0,509.0,0
2304,19.5,0.0,502.5,0
2305,19.5,0.0,502.0,0
2306,19.5,0.0,508.5,0
2307,19.5,0.0,507.5,0
2308,19.5,0.0,503.5,0
2309,19.5,0.0,505.5,0
2310,19.5,0.0,506.0,0
2311,19.5,0.0,504.5,0
2312,19.5,0.0,501.0,0
2313,19.55,0.0,499.5,0
2314,19.6,0.0,503.0,0
2315,19.5,0.0,505.0,0
2316,19.525,0.0,506.0,0
2317,19.533333333333303,0.0,505.333333333333,0
2318,19.55,0.0,505.5,0
2319,19.6,0.0,505.0,0
2320,19.5666666666667,0.0,507.666666666667,0
2321,19.55,0.0,511.0,0
2322,19.5,0.0,513.0,0
2323,19.6,0.0,511.0,0
2324,19.5,0.0,508.333333333333,0
2325,19.55,0.0,509.5,0
2326,19.5,0.0,507.0,0
2327,19.5,0.0,506.0,0
2328,19.6,0.0,507.0,0
2329,19.55,0.0,508.0,0
2330,19.6,0.0,505.0,0
2331,19.6,0.0,509.0,0
2332,19.575,0.0,512.25,0
2333,19.6,0.0,510.0,0
2334,19.6,0.0,508.0,0
2335,19.6,0.0,508.0,0
2336,19.6,0.0,508.5,0
2337,19.575,0.0,502.666666666667,0
2338,19.5666666666667,0.0,504.666666666667,0
2339,19.6,0.0,506.333333333333,0
2340,19.55,0.0,505.5,0
2341,19.6,0.0,502.0,0
2342,19.6,0.0,504.0,0
2343,19.6,0.0,502.0,0
2344,19.6,0.0,509.0,0
2345,19.65,0.0,513.0,0
2346,19.6,0.0,504.0,0
2347,19.6,0.0,503.333333333333,0
2348,19.6,0.0,502.0,0
2349,19.6,0.0,503.0,0
2350,19.6,0.0,506.5,0
2351,19.6,0.0,500.0,0
2352,19.6,0.0,499.5,0
2353,19.6,0.0,499.5,0
2354,19.6333333333333,0.0,507.666666666667,0
2355,19.6,0.0,514.333333333333,0
2356,19.6,0.0,513.0,0
2357,19.6,0.0,505.5,0
2358,19.6,0.0,502.0,0
2359,19.6,0.0,502.0,0
2360,19.6,0.0,503.0,0
2361,19.6,0.0,506.0,0
2362,19.6,0.0,502.0,0
2363,19.6,0.0,508.5,0
2364,19.6,0.0,507.0,0
2365,19.6,0.0,508.0,0
2366,19.6,0.0,507.0,0
2367,19.65,0.0,506.5,0
2368,19.6,0.0,506.5,0
2369,19.6333333333333,0.0,504.0,0
2370,19.625,0.0,506.5,0
2371,19.6,0.0,503.5,0
2372,19.6,0.0,503.5,0
2373,19.6,0.0,506.0,0
2374,19.6,0.0,503.5,0
2375,19.6,0.0,503.0,0
2376,19.6,0.0,509.0,0
2377,19.6,0.0,508.0,0
2378,19.6333333333333,0.0,502.666666666667,0
2379,19.65,0.0,508.5,0
2380,19.6333333333333,0.0,510.0,0
2381,19.7,0.0,504.333333333333,0
2382,19.65,0.0,503.0,0
2383,19.7,0.0,505.0,0
2384,19.7,0.0,507.0,0
2385,19.7,0.0,510.5,0
2386,19.65,0.0,513.0,0
2387,19.6333333333333,0.0,506.666666666667,0
2388,19.7,0.0,509.5,0
2389,19.7,0.0,510.5,0
2390,19.7,0.0,511.0,0
2391,19.7,0.0,515.0,0
2392,19.7,0.0,511.5,0
2393,19.745,0.0,506.5,0
2394,19.7,0.0,503.0,0
2395,19.745,0.0,505.0,0
2396,19.7,0.0,502.0,0
2397,19.79,0.0,501.0,0
2398,19.79,0.0,505.0,0
2399,19.79,0.0,507.5,0
2400,19.79,0.0,507.5,0
2401,19.79,0.0,505.333333333333,0
2402,19.79,0.0,508.5,0
2403,19.79,0.0,508.0,0
2404,19.79,0.0,506.5,0
2405,19.79,0.0,504.5,0
2406,19.79,0.0,504.5,0
2407,19.84,0.0,502.5,0
2408,19.84,0.0,502.0,0
2409,19.823333333333302,0.0,506.333333333333,0
2410,19.84,0.0,503.5,0
2411,19.79,0.0,504.5,0
2412,19.89,0.0,506.5,0
2413,19.79,0.0,505.0,0
2414,19.79,0.0,507.5,0
2415,19.89,0.0,508.5,0
2416,19.84,0.0,505.0,0
2417,19.89,0.0,508.0,0
2418,19.89,0.0,507.5,0
2419,19.89,0.0,503.0,0
2420,19.79,0.0,503.0,0
2421,19.823333333333302,9.33333333333333,499.333333333333,0
2422,19.89,14.0,500.5,0
2423,19.865,14.0,501.75,0
2424,19.89,14.0,502.0,0
2425,19.89,10.5,503.25,0
2426,19.89,7.0,507.75,0
2427,19.865,7.0,508.5,0
2428,19.84,7.0,503.5,0
2429,19.79,9.33333333333333,503.0,0
2430,19.865,7.0,507.5,0
2431,19.89,7.0,510.25,0
2432,19.89,7.0,509.5,0
2433,19.89,9.33333333333333,506.0,0
2434,19.89,8.5,506.5,0
2435,19.89,7.0,510.0,0
2436,19.945,7.0,508.0,0
2437,19.926666666666698,9.33333333333333,508.333333333333,0
2438,19.89,14.0,512.5,0
2439,20.0,10.0,508.0,0
2440,20.0,6.0,507.0,0
2441,20.0,17.0,502.0,0
2442,19.9725,17.0,501.25,0
2443,19.945,17.0,501.0,0
2444,19.945,6.0,503.5,0
2445,19.89,6.0,505.333333333333,0
2446,19.945,6.0,506.0,0
2447,19.9725,6.0,504.25,0
2448,19.945,6.0,501.5,0
2449,19.926666666666698,6.0,502.333333333333,0
2450,19.945,6.0,503.5,0
2451,19.963333333333303,6.0,505.333333333333,0
2452,19.945,17.0,506.0,0
2453,20.0,13.5,508.25,0
2454,20.0,7.0,504.0,0
2455,20.0,7.0,507.75,0
2456,20.05,10.0,510.75,0
2457,20.0,11.333333333333302,508.0,0
2458,20.0,10.0,508.5,0
2459,20.0,13.5,504.75,0
2460,20.0,17.0,505.5,0
2461,20.0,13.5,503.75,0
2462,20.0,7.0,502.0,0
2463,20.0,7.0,500.0,0
2464,20.0,9.33333333333333,502.0,0
2465,20.0,7.0,500.0,0
2466,20.0,7.0,506.0,0
2467,20.0,9.33333333333333,503.0,0
2468,20.0,7.0,498.75,0
2469,20.0,7.0,502.75,0
2470,19.926666666666698,9.33333333333333,504.333333333333,0
2471,19.89,7.0,506.5,0
2472,20.0,7.0,506.5,0
2473,20.0,10.5,503.75,0
2474,20.0,9.33333333333333,503.0,0
2475,20.0,7.0,505.5,0
2476,20.0,7.0,506.0,0
2477,20.033333333333303,11.333333333333302,508.666666666667,0
2478,20.025,17.0,506.0,0
2479,20.0666666666667,20.6666666666667,504.666666666667,0
2480,20.1,6.0,508.0,0
2481,20.1,6.0,507.5,0
2482,20.15,6.0,501.0,0
2483,20.1,6.0,504.0,0
2484,20.15,6.0,504.5,0
2485,20.1333333333333,6.0,503.666666666667,0
2486,20.1,6.0,506.0,0
2487,20.15,6.0,504.0,0
2488,20.175,10.5,500.75,0
2489,20.1,15.0,501.5,0
2490,20.1666666666667,24.0,510.333333333333,0
2491,20.15,19.5,503.25,0
2492,20.1333333333333,6.0,507.0,0
2493,20.1,6.0,505.75,0
2494,20.1,6.0,506.0,0
2495,20.075,6.0,501.5,0
2496,20.033333333333303,6.0,503.333333333333,0
2497,20.0,6.0,509.0,0
2498,20.05,6.0,505.0,0
2499,20.1,6.0,502.5,0
2500,20.1,19.5,503.75,0
2501,20.1,24.0,508.333333333333,0
2502,20.0666666666667,24.0,509.0,0
2503,20.1,24.0,508.0,0
2504,20.1,24.0,505.25,0
2505,20.1,17.3333333333333,506.666666666667,0
2506,20.1,14.0,504.0,0
2507,20.1,17.3333333333333,504.0,0
2508,20.1333333333333,17.3333333333333,506.0,0
2509,20.1,26.5,503.75,0
2510,20.1,31.0,507.666666666667,0
2511,20.1,31.0,511.0,0
2512,20.1,26.5,506.0,0
2513,20.1,18.5,505.5,0
2514,20.05,14.0,506.0,0
2515,20.1,25.6666666666667,508.0,0
2516,20.1,19.75,506.0,0
2517,20.0666666666667,13.0,507.333333333333,0
2518,20.025,22.0,508.25,0
2519,20.05,31.0,510.5,0
2520,20.025,31.0,510.5,0
2521,20.025,25.5,506.25,0
2522,20.05,33.5,507.0,0
2523,20.025,37.0,507.75,0
2524,20.0,37.0,507.333333333333,0
2525,20.033333333333303,25.0,508.666666666667,0
2526,20.1,19.0,512.5,0
2527,20.1,19.0,512.5,0
2528,20.1,37.0,512.0,0
2529,20.1,55.0,512.5,0
2530,20.1,26.0,506.5,0
2531,20.075,40.5,510.75,0
2532,20.05,40.5,509.0,0
2533,20.075,39.5,509.25,0
2534,20.15,44.0,511.0,0
2535,20.1,52.0,498.666666666667,0
2536,20.1,50.0,504.5,0
2537,20.1666666666667,48.0,505.333333333333,0
2538,20.175,45.5,506.75,0
2539,20.2,44.0,506.5,0
2540,20.23,44.0,505.666666666667,0
2541,20.2675,44.0,510.5,0
2542,20.2,62.0,515.5,0
2543,20.26,52.0,515.333333333333,0
2544,20.29,50.0,517.0,0
2545,20.29,68.0,517.0,0
2546,20.29,74.0,513.0,0
2547,20.26,63.0,511.666666666667,0
2548,20.245,72.0,516.5,0
2549,20.29,81.0,516.0,0
2550,20.29,66.5,511.0,0
2551,20.26,87.0,508.666666666667,0
2552,20.29,106.0,512.5,0
2553,20.29,128.0,510.666666666667,0
2554,20.34,121.5,510.25,0
2555,20.365,152.5,514.5,0
2556,20.39,215.0,514.75,0
2557,20.39,345.0,517.0,1
2558,20.5,362.5,518.0,1
2559,20.5666666666667,260.33333333333303,515.333333333333,0
2560,20.625,210.75,518.5,0
2561,20.65,179.25,516.0,0
2562,20.7,205.0,515.666666666667,0
2563,20.6666666666667,235.666666666667,516.0,0
2564,20.73,213.333333333333,512.0,0
2565,20.745,135.0,511.5,0
2566,20.79,119.0,508.0,0
2567,20.79,128.25,507.75,0
2568,20.79,134.6,512.0,0
2569,20.79,158.0,512.75,0
2570,20.79,173.5,513.5,0
